# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=0
# stan_version_patch=0
# data=models/bugs_examples/vol1/blocker/blocker.Rdata
# init=random initialization
# append_samples=0
# seed=1336062631
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
#
lp__,treedepth__,d,sigmasq_delta,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,delta.1,delta.2,delta.3,delta.4,delta.5,delta.6,delta.7,delta.8,delta.9,delta.10,delta.11,delta.12,delta.13,delta.14,delta.15,delta.16,delta.17,delta.18,delta.19,delta.20,delta.21,delta.22,sigma_delta
-5919.96,4,-0.286345,0.0301301,-2.42742,-2.17672,-1.83379,-2.29687,-2.3889,-1.54395,-1.71132,-2.17324,-1.97161,-2.24311,-2.19741,-1.66009,-3.03922,-2.62055,-1.4942,-1.46595,-1.80954,-3.4213,-3.11144,-1.60789,-2.03134,-2.73679,-0.110643,-0.159846,-0.298064,-0.243178,-0.16633,-0.366061,-0.352914,-0.166848,-0.347749,-0.277868,-0.301618,-0.155972,-0.138172,-0.0552043,-0.316121,-0.288964,-0.258574,0.0678842,-0.308578,-0.188262,-0.45478,-0.499832,0.17358
-5928.36,4,-0.266385,0.0250669,-2.39411,-1.86069,-1.87168,-2.47671,-2.1442,-1.40189,-1.66445,-2.19474,-1.92357,-2.22161,-2.26042,-1.57711,-3.06646,-2.78312,-1.45348,-1.43529,-1.86263,-3.09663,-3.09543,-1.80515,-1.91646,-2.72687,-0.156206,-0.307175,-0.315827,-0.263323,-0.300117,-0.388234,-0.442124,-0.084441,-0.138722,-0.330268,-0.304707,0.192254,-0.222174,0.0931156,-0.182133,-0.179162,-0.39927,-0.105898,-0.60905,-0.0037461,-0.637598,-0.640219,0.158325
-5929.66,4,-0.287347,0.0287986,-2.38312,-2.50831,-2.417,-2.42489,-2.71696,-2.33435,-1.66784,-2.03895,-1.84113,-2.19592,-2.32738,-1.22759,-2.82719,-2.70013,-1.23839,-1.45437,-2.24901,-2.81447,-3.01726,-1.15504,-2.27768,-3.02773,-0.377721,-0.25678,-0.133095,-0.0628212,-0.0769327,-0.355325,-0.427579,-0.239275,-0.388126,-0.424439,-0.152682,-0.401905,-0.466614,-0.0491055,-0.425006,-0.250123,0.288092,-0.354564,-0.0285098,-0.522611,-0.1563,-0.603019,0.169701
-5929.47,4,-0.248997,0.0294302,-2.34952,-2.41745,-2.51299,-2.33944,-2.40472,-2.24757,-1.6865,-2.36011,-1.94172,-2.30883,-2.23042,-1.79202,-2.90025,-2.71073,-1.06667,-1.50039,-2.35276,-2.69798,-3.31725,-1.49173,-2.05382,-2.42019,-0.198951,-0.194228,-0.671855,-0.342641,-0.127309,-0.273125,-0.484614,0.0573207,-0.141687,-0.244122,-0.341494,0.0785969,-0.326802,-0.165365,-0.342747,-0.266688,-0.00256862,-0.0878267,-0.33722,-0.324727,-0.375201,-0.5891,0.171552
-5924.74,4,-0.199481,0.0260716,-2.89131,-2.03267,-2.18067,-2.45179,-2.49837,-2.42742,-1.69438,-1.99852,-1.85789,-2.18951,-2.44154,-1.28091,-3.41741,-2.83235,-1.38984,-1.53291,-1.69902,-2.86623,-3.01343,-1.62277,-2.23978,-3.12071,-0.110621,-0.34355,-0.2936,-0.0371961,-0.175442,-0.179026,-0.248117,-0.349406,-0.322941,-0.267195,-0.106006,-0.392188,-0.0818744,0.193875,-0.215043,-0.148412,-0.430705,-0.359075,-0.0887,-0.262827,-0.294047,-0.100175,0.161467
-5927.55,4,-0.200866,0.0243329,-2.92465,-1.98197,-2.26442,-2.49044,-2.55461,-2.40641,-1.6431,-1.94853,-1.82633,-2.22631,-2.38424,-1.32558,-3.36519,-2.98684,-1.44949,-1.62403,-1.6457,-2.90828,-2.98907,-1.56129,-2.27059,-3.03128,-0.137656,-0.332316,-0.416757,-0.0268369,-0.166868,-0.164708,-0.250833,-0.363665,-0.289989,-0.188184,-0.039043,-0.390648,-0.167397,0.183541,-0.235966,-0.0583961,-0.329575,-0.308036,-0.116618,-0.215833,-0.312023,-0.079318,0.15599
-5930.52,4,-0.305743,0.0151676,-3.23563,-2.58212,-2.57488,-2.21681,-2.25394,-2.25767,-1.60542,-2.26691,-2.07595,-2.29664,-2.08996,-1.68892,-2.93131,-2.63472,-1.29955,-1.19973,-1.98368,-2.68206,-2.89951,-1.46689,-2.05842,-2.87654,-0.347606,-0.287849,-0.0589563,-0.309084,-0.273783,-0.36331,-0.50636,0.125844,-0.364347,-0.290026,-0.310281,-0.187546,-0.336174,-0.305334,-0.334785,-0.444696,-0.168283,-0.213758,-0.644079,-0.344299,-0.502716,-0.58029,0.123157
-5925.4,4,-0.208785,0.0162727,-3.04945,-2.15932,-1.81029,-2.36199,-2.47277,-1.7561,-1.67137,-1.92265,-1.84855,-2.25227,-2.39348,-1.38105,-2.93548,-3.02479,-1.17753,-1.87718,-1.74002,-3.00474,-2.90145,-1.47647,-2.21421,-2.96671,-0.100971,-0.332327,-0.445182,-0.225098,-0.191954,-0.211788,-0.343495,-0.371584,-0.293812,-0.213407,-0.0557484,-0.448824,-0.22252,0.253875,-0.313534,-0.0404716,-0.311876,-0.239465,0.00328657,-0.121515,-0.184821,-0.194145,0.127564
-5925.4,4,-0.208785,0.0162727,-3.04945,-2.15932,-1.81029,-2.36199,-2.47277,-1.7561,-1.67137,-1.92265,-1.84855,-2.25227,-2.39348,-1.38105,-2.93548,-3.02479,-1.17753,-1.87718,-1.74002,-3.00474,-2.90145,-1.47647,-2.21421,-2.96671,-0.100971,-0.332327,-0.445182,-0.225098,-0.191954,-0.211788,-0.343495,-0.371584,-0.293812,-0.213407,-0.0557484,-0.448824,-0.22252,0.253875,-0.313534,-0.0404716,-0.311876,-0.239465,0.00328657,-0.121515,-0.184821,-0.194145,0.127564
-5920.52,4,-0.280401,0.0150039,-2.94323,-1.98555,-1.94271,-2.37006,-2.41063,-2.02472,-1.75744,-2.00504,-2.01849,-2.27803,-2.20972,-1.30403,-3.22512,-2.99971,-1.54282,-1.7001,-1.94663,-2.76884,-3.04867,-1.6065,-2.13199,-2.92776,-0.277883,-0.516044,-0.274662,-0.293473,-0.11993,-0.286987,-0.41105,-0.16636,-0.317927,-0.302928,-0.277302,-0.275401,-0.292587,0.160783,-0.297449,-0.272095,-0.150254,0.13134,0.046347,-0.237083,-0.219664,-0.408524,0.12249
-5924.22,3,-0.250979,0.0152764,-2.92687,-1.9368,-1.90157,-2.30087,-2.39418,-2.06139,-1.7304,-1.95217,-2.02311,-2.30501,-2.19329,-1.28362,-3.25983,-3.08201,-1.44591,-1.80256,-1.84602,-2.73026,-3.09666,-1.47223,-2.10983,-2.90017,-0.287403,-0.516422,-0.278762,-0.305982,-0.2026,-0.311473,-0.341312,-0.322107,-0.300046,-0.227963,-0.200751,-0.418794,-0.26761,0.218448,-0.222689,-0.224803,-0.171961,0.214506,0.0228758,-0.258623,-0.329616,-0.390644,0.123598
-5924.22,4,-0.250979,0.0152764,-2.92687,-1.9368,-1.90157,-2.30087,-2.39418,-2.06139,-1.7304,-1.95217,-2.02311,-2.30501,-2.19329,-1.28362,-3.25983,-3.08201,-1.44591,-1.80256,-1.84602,-2.73026,-3.09666,-1.47223,-2.10983,-2.90017,-0.287403,-0.516422,-0.278762,-0.305982,-0.2026,-0.311473,-0.341312,-0.322107,-0.300046,-0.227963,-0.200751,-0.418794,-0.26761,0.218448,-0.222689,-0.224803,-0.171961,0.214506,0.0228758,-0.258623,-0.329616,-0.390644,0.123598
-5933.56,4,-0.263615,0.0237864,-2.42732,-2.15348,-1.97155,-2.39991,-2.36998,-1.72479,-1.74964,-2.13569,-1.82099,-2.3153,-2.26765,-1.62941,-3.25986,-2.93759,-1.20652,-1.42158,-1.91285,-4.07606,-3.18003,-1.30541,-2.13526,-3.0356,-0.378734,-0.157192,-0.364495,-0.307826,-0.297437,-0.467597,-0.335069,-0.125086,-0.295115,-0.164308,-0.16675,-0.0350179,-0.286007,-0.00238889,-0.306334,-0.636139,-0.128513,0.787888,-0.629904,-0.222583,-0.424578,-0.554938,0.154228
-5932.65,4,-0.328038,0.0225447,-2.50917,-2.07694,-2.04658,-2.25969,-2.29628,-1.86986,-1.75938,-2.18686,-1.79218,-2.26514,-2.26491,-1.75997,-3.14216,-2.97335,-1.37912,-1.44208,-1.93735,-4.04603,-3.25026,-1.13636,-2.04766,-3.02503,-0.410782,-0.196677,-0.498737,-0.337201,-0.359076,-0.387606,-0.269437,-0.38443,-0.303868,-0.283459,-0.341392,-0.0560652,-0.283646,-0.0128894,-0.190351,-0.432066,-0.247548,0.633232,-0.585588,-0.371365,-0.412119,-0.398597,0.150149
-5932.65,4,-0.328038,0.0225447,-2.50917,-2.07694,-2.04658,-2.25969,-2.29628,-1.86986,-1.75938,-2.18686,-1.79218,-2.26514,-2.26491,-1.75997,-3.14216,-2.97335,-1.37912,-1.44208,-1.93735,-4.04603,-3.25026,-1.13636,-2.04766,-3.02503,-0.410782,-0.196677,-0.498737,-0.337201,-0.359076,-0.387606,-0.269437,-0.38443,-0.303868,-0.283459,-0.341392,-0.0560652,-0.283646,-0.0128894,-0.190351,-0.432066,-0.247548,0.633232,-0.585588,-0.371365,-0.412119,-0.398597,0.150149
-5935.54,4,-0.280374,0.0307691,-2.35898,-1.76159,-2.10685,-2.31571,-2.41091,-1.66704,-1.54602,-1.94586,-2.15876,-2.16705,-2.38706,-1.39993,-2.83987,-2.79812,-1.21553,-1.51594,-1.81121,-3.44679,-3.37526,-1.72046,-2.13719,-3.09286,-0.368561,-0.649254,-0.281075,-0.132186,-0.136674,-0.808171,-0.544879,-0.293326,-0.344541,-0.371975,-0.163851,-0.0840533,-0.420834,0.406489,-0.466914,-0.0632112,-0.335311,0.176914,-0.255099,-0.281576,-0.378449,0.0637415,0.175411
-5934.14,4,-0.27776,0.0391889,-1.70148,-2.65834,-2.54018,-2.48846,-2.48581,-2.61132,-1.60355,-2.13946,-1.90346,-2.11942,-2.38799,-1.371,-3.15591,-2.75959,-1.57689,-1.31672,-2.30099,-3.31655,-3.79036,-1.54944,-2.15057,-2.3646,-0.352843,-0.252256,-0.200321,-0.126331,-0.284048,-0.0554518,-0.491237,-0.0772852,-0.408917,-0.423947,-0.178287,-0.202383,-0.311915,0.130851,-0.299623,-0.266381,0.0971075,-0.298726,-0.201831,-0.512631,-0.428264,-0.653552,0.197962
-5938.76,4,-0.288678,0.0532899,-1.65589,-2.50789,-2.0729,-2.29903,-2.39678,-2.56896,-1.69982,-2.03738,-1.77011,-2.29295,-2.19834,-1.36661,-2.71024,-2.75831,-1.08154,-1.89987,-2.10255,-3.43184,-3.45064,-1.66136,-1.86255,-3.45263,-0.23083,-0.431165,-0.334279,-0.402892,-0.00489811,-0.44252,-0.375217,-0.396753,-0.419084,-0.268553,-0.411806,-0.297044,-0.419344,-0.139273,-0.385573,0.198895,-0.0572986,0.201431,-0.241773,0.0496417,-0.636821,-0.0773752,0.230846
-5938.82,4,-0.232328,0.050535,-1.52709,-2.65609,-1.85059,-2.36529,-2.30927,-2.37243,-1.85258,-1.96224,-1.93759,-2.14918,-2.02971,-1.34673,-2.95166,-2.55723,-1.24088,-1.81337,-2.08448,-3.36117,-3.21709,-1.77797,-1.88005,-3.05983,-0.228893,-0.184442,-0.357225,-0.263816,-0.169847,-0.275179,-0.299518,-0.27717,-0.421147,-0.390706,-0.439374,-0.268779,-0.369537,-0.197521,-0.650711,0.124987,0.0359231,0.160254,-0.0601531,0.0771114,-0.714779,-0.0320119,0.2248
-5937.75,4,-0.245335,0.0321134,-2.49449,-2.52033,-1.98144,-2.35468,-2.36116,-1.94862,-1.54411,-2.22861,-2.08234,-2.17277,-2.61722,-1.61318,-2.73255,-3.01406,-1.77185,-1.33518,-1.91164,-3.09504,-3.33235,-1.44057,-2.42003,-2.54754,-0.286181,-0.0447385,-0.376776,-0.302641,0.0863549,-0.186063,-0.628538,0.0727516,-0.243238,-0.369184,0.00367896,0.0212033,-0.439525,0.543254,-0.092331,-0.506671,-0.267271,-0.1174,-0.340172,-0.482267,-0.0816015,-0.43789,0.179202
-5940.05,4,-0.268307,0.0280887,-2.77712,-2.59958,-1.59652,-2.46102,-2.44094,-2.15363,-1.77289,-2.02542,-1.74727,-2.26353,-2.14684,-1.37741,-2.63505,-2.68674,-1.11131,-1.79001,-2.02441,-3.00241,-3.99651,-1.37968,-1.89855,-3.34788,-0.160961,-0.391798,-0.355788,-0.219135,-0.406571,-0.387103,-0.195906,-0.326414,-0.373226,-0.368158,-0.489237,-0.268773,-0.611952,0.190043,-0.479107,0.384567,-0.0763142,-0.281952,-0.0671661,-0.126322,-0.563569,-0.196801,0.167597
-5938.64,4,-0.276234,0.0276289,-2.78051,-2.62495,-1.6206,-2.42439,-2.3577,-2.1015,-1.81254,-1.96371,-1.7639,-2.20694,-2.20241,-1.40806,-2.60765,-2.76449,-1.15023,-1.75136,-2.05583,-3.03001,-4.02567,-1.36734,-1.91073,-3.34625,-0.0770126,-0.361764,-0.388592,-0.103308,-0.370984,-0.442199,-0.177369,-0.28986,-0.38185,-0.381425,-0.509139,-0.275762,-0.577471,0.159139,-0.560116,0.295473,-0.180729,-0.280309,-0.159819,-0.0826324,-0.502221,-0.205693,0.166219
-5932.87,4,-0.31545,0.0311643,-2.85094,-2.54809,-1.64358,-2.38064,-2.43382,-2.28948,-1.74092,-2.08216,-1.88391,-2.11949,-2.16657,-1.32943,-2.75023,-2.84275,-1.09448,-1.6813,-2.12584,-2.95629,-4.2238,-1.51616,-1.95078,-3.17522,-0.106439,-0.383355,-0.315617,-0.413305,-0.30516,-0.375139,-0.368535,-0.353677,-0.383398,-0.483551,-0.23487,-0.22545,-0.638066,-0.110643,-0.545649,0.204254,-0.354423,-0.0911215,-0.0354838,-0.414543,-0.448608,-0.254335,0.176534
-5929.6,4,-0.338266,0.0356848,-3.27928,-1.97343,-2.42123,-2.4805,-2.37817,-2.09295,-1.56438,-2.16114,-1.88495,-2.21367,-2.34042,-1.51444,-3.1791,-2.83517,-1.59957,-1.28387,-1.91723,-2.82937,-3.182,-1.63635,-2.14229,-2.82728,-0.328063,-0.384977,-0.392629,-0.218496,-0.0638929,-0.24553,-0.629484,-0.0934357,-0.259116,-0.317876,-0.256037,0.00415832,-0.385877,0.0647612,-0.125942,-0.718259,-0.472432,-0.337982,-0.364851,-0.329304,-0.282323,-0.883125,0.188904
-5929.53,4,-0.127773,0.0345214,-2.87504,-2.13092,-1.8917,-2.49182,-2.25129,-2.42903,-1.81477,-2.03702,-1.88553,-2.23146,-2.32655,-1.30495,-2.87606,-2.72431,-1.14606,-2.00378,-2.22391,-2.75422,-3.52855,-1.55901,-2.06709,-3.18285,-0.0565442,-0.500521,-0.279823,-0.126262,-0.0641416,-0.305424,-0.280384,-0.29396,-0.332561,-0.202685,-0.190098,-0.226816,-0.323256,0.0157284,-0.489997,0.0811128,0.0190711,-0.0964985,-0.0115154,-0.243711,-0.649276,-0.197864,0.185799
-5937.65,4,-0.265831,0.0367581,-2.47232,-2.25372,-1.87963,-2.39533,-2.50422,-2.8409,-1.66147,-1.99592,-1.70884,-2.13428,-2.56487,-1.73535,-2.63742,-2.80006,-1.50171,-1.60007,-2.30494,-2.52717,-3.51008,-1.27952,-1.91745,-2.69784,-0.161673,-0.370925,-0.180114,-0.180865,-0.412359,-0.155451,-0.720198,-0.395324,-0.57391,-0.388358,0.0294084,-0.0703895,-0.410583,-0.111641,-0.35232,0.0314751,0.189832,-0.516177,-0.450555,-0.346799,-0.558451,-0.630226,0.191724
-5941.57,4,-0.216412,0.0288369,-1.47516,-1.8472,-1.97401,-2.34756,-2.53874,-2.13914,-1.72416,-2.31688,-2.31338,-2.24802,-2.12386,-1.33302,-3.21135,-2.94891,-1.16713,-1.75388,-1.62147,-3.23474,-3.15064,-1.72446,-2.04081,-2.98592,-0.457699,-0.378016,-0.557135,-0.415103,-0.124709,-0.370396,-0.176613,-0.0344029,-0.222686,-0.248478,-0.599649,-0.366268,-0.260403,0.136394,-0.288822,-0.19305,-0.509233,0.0170345,0.359,-0.228121,-0.400278,-0.159044,0.169814
-5933.67,4,-0.362582,0.0353056,-1.96523,-2.63999,-2.28177,-2.49345,-2.29765,-2.10352,-1.44606,-1.93389,-1.62807,-2.14938,-2.21905,-1.50757,-3.14024,-2.80068,-1.55253,-1.22303,-2.04973,-3.21929,-3.16301,-1.25136,-2.06517,-2.67561,-0.299345,-0.366875,-0.338,-0.180705,-0.262718,-0.234808,-0.606028,-0.25809,-0.37906,-0.417436,-0.0646994,-0.105329,-0.456719,0.154264,-0.288339,-0.411168,-0.121861,-0.284758,-0.525459,-0.356576,-0.54656,-0.776304,0.187898
-5932.98,4,-0.269582,0.029203,-2.65256,-1.78824,-2.25318,-2.35932,-2.43109,-2.65524,-1.6649,-2.11098,-1.64159,-2.14919,-2.22661,-1.41301,-2.70506,-2.59319,-1.24293,-1.74829,-2.18951,-2.93566,-2.78127,-1.46328,-2.18571,-2.9693,-0.364723,-0.315549,-0.226195,-0.22579,-0.169914,-0.477202,-0.540716,-0.144549,-0.0571931,-0.452164,-0.377242,-0.213449,-0.382939,-0.0823157,-0.620796,-0.202534,-0.0172403,0.0263807,-0.350285,-0.0304323,-0.396116,-0.145713,0.170889
-5936.93,5,-0.178667,0.0350654,-2.59793,-1.95552,-2.44615,-2.36519,-2.48015,-2.92231,-1.78059,-2.17883,-2.26073,-2.30365,-2.53826,-1.54002,-3.23779,-2.91707,-1.56185,-1.23439,-1.96187,-3.2073,-3.26419,-1.55088,-2.08635,-2.97729,0.0591945,-0.612578,0.0842767,-0.210839,-0.0860108,0.0789145,-0.336041,-0.0670831,-0.580958,-0.131795,-0.224697,-0.0928781,-0.13723,0.0645996,0.221951,-0.357757,-0.194972,-0.268867,-0.167215,-0.435298,-0.217854,-0.423857,0.187257
-5926.51,4,-0.344601,0.00964073,-3.18447,-2.28194,-1.85731,-2.34721,-2.26342,-1.80441,-1.75559,-2.18447,-2.12591,-2.26789,-2.24431,-1.43433,-2.76933,-2.68753,-1.00214,-1.70931,-1.97946,-2.77264,-3.65324,-1.66354,-2.04199,-2.8964,-0.433405,-0.484942,-0.589203,-0.29515,-0.314219,-0.585023,-0.383419,-0.327057,-0.591397,-0.186534,-0.204198,-0.314426,-0.372789,-0.107324,-0.612404,-0.213567,-0.280682,-0.332562,-0.200526,-0.406111,-0.307693,-0.329422,0.0981872
-5928.4,4,-0.276227,0.0384392,-3.47416,-1.88861,-2.03424,-2.29525,-2.42208,-1.9013,-1.5936,-2.01353,-1.81825,-2.14064,-2.05134,-1.3899,-2.77918,-2.9016,-1.27939,-1.42361,-1.91418,-2.80288,-3.36324,-1.46179,-2.10687,-2.95543,-0.130526,-0.296031,-0.24318,-0.223633,-0.266826,-0.212277,-0.555338,-0.209884,-0.0840366,-0.469207,-0.551238,-0.279142,-0.410655,0.201909,-0.388347,-0.0866439,-0.30661,-0.250641,-0.520304,-0.0615721,-0.55047,-0.417498,0.196059
-5933.7,4,-0.305594,0.03307,-3.17814,-2.15735,-2.54481,-2.4553,-2.49097,-2.30273,-1.65178,-2.02157,-2.07686,-2.28542,-2.34308,-1.66682,-2.91161,-2.80741,-1.72031,-1.48597,-1.66876,-2.96043,-3.27092,-1.44716,-1.68529,-2.69893,-0.146503,-0.529644,-0.214418,-0.142386,-0.0422974,-0.447771,-0.392402,-0.448313,-0.432772,-0.107865,-0.205424,0.158103,-0.59634,0.0491552,-0.0271534,-0.380564,-0.251804,-0.32172,-0.308378,-0.4141,-0.563344,-0.519636,0.181852
-5929.81,4,-0.30515,0.0301532,-3.14656,-2.1614,-2.51692,-2.46671,-2.46617,-2.26404,-1.67605,-1.97809,-2.01348,-2.35994,-2.29546,-1.70546,-2.89725,-2.76649,-1.61208,-1.4308,-1.65707,-2.93912,-3.20036,-1.45398,-1.82898,-2.67215,-0.309367,-0.552958,-0.298085,-0.233987,-0.0527439,-0.439209,-0.528396,-0.418984,-0.431986,-0.204275,-0.181538,0.0979233,-0.548371,0.0561614,0.0491716,-0.362034,-0.204467,-0.356738,-0.288915,-0.517893,-0.622803,-0.473412,0.173647
-5928.07,4,-0.264136,0.0258652,-3.13416,-2.52831,-2.22044,-2.32167,-2.69721,-1.99196,-1.67852,-1.97262,-2.07091,-2.13439,-2.37369,-1.52205,-3.2456,-2.811,-1.2582,-1.46019,-1.67626,-2.60457,-3.03447,-1.35062,-1.93655,-2.80479,-0.202865,-0.52396,-0.423871,-0.160845,-0.045593,-0.422115,-0.393232,-0.33694,-0.108214,-0.448981,-0.302952,-0.166104,-0.216763,-0.0250463,-0.371793,-0.196823,-0.576412,-0.421837,-0.47522,-0.167481,-0.535024,-0.486044,0.160826
-5919.66,4,-0.145703,0.0339704,-2.9851,-2.14017,-2.38775,-2.37225,-2.32849,-2.21823,-1.69707,-2.14717,-1.96715,-2.32731,-2.37725,-1.46148,-3.15356,-2.79476,-1.45244,-1.57982,-1.94663,-2.68044,-3.42757,-1.5656,-2.27929,-2.63435,-0.167084,-0.169649,-0.0933736,-0.309202,-0.15744,-0.234228,-0.306211,-0.153114,-0.304356,-0.174024,-0.0747506,-0.165701,-0.17355,0.0786595,-0.059302,-0.253235,-0.149388,-0.323775,-0.299802,-0.217902,-0.245918,-0.829629,0.184311
-5929.04,4,-0.199897,0.036476,-2.13747,-1.95063,-1.97278,-2.33556,-2.38199,-1.83748,-1.66121,-1.92326,-1.95886,-2.20539,-2.41046,-1.55628,-2.87281,-2.81102,-1.23748,-1.52647,-2.02015,-3.34168,-3.15725,-1.20614,-2.11744,-3.18042,-0.423603,-0.132836,-0.670785,-0.342839,-0.080425,-0.23493,-0.34113,-0.477771,-0.145403,-0.174677,-0.266344,-0.158108,-0.554863,0.0248008,-0.379222,-0.0732298,-0.10641,-0.0277834,-0.194042,-0.315018,-0.49396,-0.0540567,0.190987
-5928.28,4,-0.179926,0.0218464,-2.02664,-2.62673,-2.42512,-2.50064,-2.50894,-2.14494,-1.69072,-2.41392,-1.87621,-2.33686,-2.34184,-1.46057,-2.89979,-2.63817,-1.48656,-1.39594,-2.05695,-3.00318,-3.62915,-1.72207,-2.05554,-2.65712,-0.14053,-0.329308,0.0162082,-0.267062,-0.353243,-0.371264,-0.403286,0.029075,-0.350722,-0.268784,-0.334418,-0.276335,-0.228602,-0.0224906,-0.12773,-0.280182,-0.241408,-0.282494,-0.432265,-0.101615,-0.202056,-0.617357,0.147805
-5928.54,4,-0.330952,0.0209885,-1.51689,-2.45742,-2.4406,-2.30933,-2.27248,-1.80914,-1.68401,-1.90489,-1.9417,-2.26991,-2.30144,-1.3995,-2.84821,-2.86906,-1.49378,-1.62505,-2.10204,-2.65175,-3.46029,-1.4414,-2.21521,-3.09731,-0.445077,-0.332666,-0.35352,-0.303895,-0.0997807,0.0751132,-0.397321,-0.343657,-0.305068,-0.430396,-0.155291,-0.145807,-0.385351,0.0199329,-0.389723,-0.149044,-0.106165,-0.287658,-0.0144578,-0.216562,-0.492045,-0.126861,0.144874
-5931.66,4,-0.285478,0.0212538,-1.83509,-2.25817,-2.26166,-2.43184,-2.2512,-1.98137,-1.63824,-2.17331,-2.19657,-2.30616,-2.29191,-1.59025,-2.94372,-2.68571,-1.16118,-1.35919,-2.15894,-2.46675,-3.61739,-1.51237,-2.06726,-2.84766,-0.586354,-0.36783,-0.207243,-0.317623,-0.3796,-0.555746,-0.660942,-0.204855,-0.148973,-0.216927,-0.377901,-0.208516,-0.182301,-0.0450143,-0.158246,-0.335398,-0.151191,0.0547482,0.0994749,-0.528405,-0.155136,-0.431136,0.145787
-5928.76,4,-0.209346,0.0115118,-2.18334,-2.64325,-1.83089,-2.40548,-2.56655,-2.28552,-1.85438,-2.11232,-1.8359,-2.27571,-2.48706,-1.36337,-2.96341,-2.68815,-1.49473,-1.67728,-1.89669,-3.49006,-3.43625,-1.61415,-2.02095,-2.95313,0.100955,-0.100933,-0.225006,-0.136821,-0.0326086,-0.0375158,-0.0994763,-0.263467,-0.593032,-0.214604,-0.162094,-0.251117,-0.266341,0.00366691,-0.206287,-0.227948,-0.300516,-0.395918,-0.426476,-0.017293,-0.210563,-0.217898,0.107293
-5927.05,4,-0.17897,0.0169082,-2.35585,-2.09973,-2.37637,-2.35314,-2.53361,-2.47508,-1.51434,-2.21747,-2.11911,-2.19059,-2.23184,-1.59266,-2.8954,-2.77429,-1.51135,-1.45778,-2.20269,-2.67629,-3.09417,-1.5243,-2.04743,-2.85745,-0.454273,-0.30826,-0.223709,-0.203238,-0.096953,-0.355363,-0.670094,-0.184542,0.0385881,-0.245395,-0.24528,-0.102574,-0.238571,-0.115555,-0.130806,-0.0770625,0.101919,0.108011,0.0763651,-0.291222,-0.662386,-0.368637,0.130032
-5924.46,4,-0.190356,0.0237332,-2.32235,-2.13048,-2.29607,-2.61012,-2.46085,-2.40183,-1.64017,-2.25751,-1.93119,-2.31063,-2.51369,-1.58797,-2.73597,-2.64771,-1.37485,-1.75249,-2.05044,-2.73326,-3.32108,-1.5803,-1.86132,-2.94718,-0.297028,-0.229054,-0.263489,-0.095128,0.0111133,-0.0641936,-0.569256,0.126767,-0.434796,-0.180319,-0.0671464,-0.0956553,-0.451701,-0.0500138,-0.346287,-0.135017,-0.0535458,-0.207014,-0.109307,-0.0754805,-0.386936,-0.470726,0.154056
-5929.75,4,-0.365452,0.0242611,-1.54251,-1.74667,-2.22395,-2.25537,-2.5436,-2.11727,-1.71344,-2.01241,-1.90126,-2.1665,-2.23859,-1.38423,-2.90016,-2.73566,-1.14597,-1.185,-2.1791,-3.32993,-3.20779,-1.32839,-2.33502,-2.74869,-0.30458,-0.564412,-0.660433,-0.444191,-0.33892,-0.444728,-0.273977,-0.211857,-0.115213,-0.339602,-0.464958,-0.457933,-0.32807,-0.0548421,-0.314513,-0.457585,-0.208757,-0.277704,-0.480936,-0.363865,-0.244506,-0.367095,0.15576
-5927.58,4,-0.364618,0.0217949,-1.635,-1.64657,-2.08591,-2.27471,-2.43248,-2.23535,-1.72584,-2.18059,-1.92399,-2.34721,-2.18298,-1.60601,-2.98311,-2.75276,-1.44904,-1.40772,-2.25887,-3.34575,-3.27291,-1.4719,-2.20451,-2.79142,-0.443352,-0.400937,-0.404948,-0.451873,-0.307628,-0.532534,-0.470767,-0.29211,-0.130276,-0.245556,-0.270267,-0.129483,-0.614086,0.00594553,-0.301785,-0.302096,-0.283927,-0.360818,-0.724127,-0.329818,-0.400792,-0.585753,0.147631
-5923.94,5,-0.226379,0.00948677,-2.52137,-2.85427,-2.04932,-2.33133,-2.37655,-1.84022,-1.81251,-2.12283,-1.73776,-2.41405,-2.39157,-1.56979,-3.02309,-2.76835,-1.21265,-1.63913,-1.78284,-2.48285,-3.38776,-1.53663,-2.12701,-3.08186,-0.193939,-0.0386144,-0.142557,-0.276653,-0.23165,-0.415251,-0.299655,-0.227922,-0.156692,-0.263398,-0.182143,0.0320136,-0.391199,-0.14691,-0.270625,-0.0872323,-0.360516,-0.214854,0.00896028,-0.10132,-0.280582,-0.203097,0.0974001
